"method","bias","mae","rmse","spearman","accuracy","rules"
3,-0.0326002358903742,0.09027797508224,0.127607885252143,0.815098018498169,0.766666666666667,12
4,-0.0352012748088053,0.0934991524444127,0.131630273275877,0.753379617694641,0.766666666666667,15
1,0.00224826133408332,0.098836027120335,0.121212583738555,0.423216285358663,0.566666666666667,0
2,-0.00608370313840958,0.0894607165868388,0.121815987942031,0.431191397852593,0.5,0
3,-0.0153245992762656,0.0857393959579616,0.129924472218497,0,0.777777777777778,0
4,-0.0153245992762656,0.0857393959579616,0.129924472218497,0,0.777777777777778,0
1,-0.0226549988540888,0.0855607911120121,0.106576606017452,0.734644550657721,0.684444444444444,0
2,-0.0267595548076579,0.0843055401020625,0.115660254887445,0.747927386732965,0.771111111111111,0
3,-0.0294426660509304,0.0908812280594172,0.128596646183033,0.841195787419122,0.933333333333333,15
4,-0.0279178195352714,0.0941550832179249,0.133393759932523,0.630952102668136,0.728888888888889,15
1,0.0233952427678081,0.0828221313147345,0.103290673120357,0.670289278931307,0.566666666666667,0
2,-0.0185080099642114,0.0850274122336903,0.113027388624251,0.623794745875376,0.731111111111111,0
3,-0.00803652657752005,0.0883737770216244,0.126775115916571,0,0.764444444444444,0
4,-0.00803652657752005,0.0883737770216244,0.126775115916571,0,0.764444444444444,0
1,-0.0059928074814714,0.0771473804160143,0.0987196402939255,0.666675692222139,0.633333333333333,0
2,-0.0191270176588613,0.0851746150355876,0.114489630417758,0.503011291901793,0.733333333333333,0
3,-0.0190905559001091,0.0837090315241523,0.119909600908591,0.597374732078804,0.768888888888889,11
4,-0.0186497298591436,0.0859451444506606,0.124017080697614,0.541428301921931,0.773333333333333,13
1,-0.0159502600675391,0.0908901833195522,0.113803212092378,0.649484141701019,0.666666666666667,0
2,-0.0172690244178633,0.0800278288118765,0.110692180209652,0.678407515452827,0.691111111111111,0
3,-0.0171829355280866,0.0869440990619862,0.130102301841515,0,0.76,0
4,-0.0171829355280866,0.0869440990619862,0.130102301841515,0,0.76,0
1,0.0168134961041676,0.0942562317412919,0.113169126048305,0.542232771300294,0.542222222222222,0
2,-0.0170096110434549,0.0896668168182875,0.124373213921757,0.341894317604001,0.611111111111111,0
3,-0.0142537881955559,0.086494917268059,0.12651046688251,0.482457240580861,0.653333333333333,15
4,-0.0169917475169442,0.0865656634401773,0.128390567614667,0.451398843947841,0.762222222222222,14
1,-0.019289808373156,0.101125172962267,0.12416634505054,0.617687707081595,0.66,0
2,-0.0444863850108725,0.084492739404003,0.109565574089736,0.751485608609868,0.777777777777778,0
3,-0.0258721634438897,0.0934023592230271,0.135847456754408,0,0.728888888888889,0
4,-0.0258721634438897,0.0934023592230271,0.135847456754408,0,0.728888888888889,0
1,-0.0718620132248608,0.113864486252094,0.143818012011909,0.683129630976445,0.793333333333333,0
2,-0.0357719094719569,0.0832279685482811,0.108331639195907,0.799726778173224,0.931111111111111,0
3,-0.0277919992121078,0.0916721980192172,0.120616962682655,0.895470362715213,0.768888888888889,14
4,-0.0303608355106955,0.0974385839195368,0.128571471575493,0.71907828390918,0.768888888888889,13
1,-0.0435120386839746,0.079977579825398,0.105255562061816,0.669005434759908,0.733333333333333,0
2,-0.0275039475051825,0.0881973939811202,0.124281890110861,0.172657112268432,0.717777777777778,0
3,-0.0124928947384295,0.0810415935052229,0.12388083009247,0,0.782222222222222,0
4,-0.0124928947384295,0.0810415935052229,0.12388083009247,0,0.782222222222222,0
1,0.00294354341705007,0.081671262300468,0.101351544058443,0.685734814180996,0.608888888888889,0
2,-0.0125598649652816,0.0811575050809813,0.110475456534832,0.749912338594508,0.728888888888889,0
3,-0.00840036153861404,0.0861955684856489,0.12145863455202,0.842556564160469,0.426666666666667,14
4,-0.0115897672335205,0.0874596650889017,0.125377499755989,0.732957837677074,0.404444444444444,15
1,0.00126304100793739,0.0769770158044405,0.0936280279696429,0.715528482385043,0.64,0
2,-0.0104056822466411,0.0778544521807538,0.108744237550745,0.713008255658556,0.668888888888889,0
3,-0.0143028894236717,0.0825571067101388,0.1234947200865,0,0.76,0
4,-0.0143028894236717,0.0825571067101388,0.1234947200865,0,0.76,0
1,0.00456069433430615,0.089875419764775,0.110383747626588,0.55499730559853,0.608888888888889,0
2,0.0072254429226392,0.0972423685357492,0.126756574754288,0.185777926040302,0.335555555555556,0
3,0.00444413527928272,0.0968278948874279,0.12854221734732,0.159072103090475,0.235555555555556,13
4,0.00624211459170169,0.0979722016834355,0.128923444081018,0.141332742971336,0.235555555555556,14
1,0.0451832896245265,0.087373743558143,0.103894145132099,0.715815612310913,0.511111111111111,0
2,0.011657973852452,0.0814487603157817,0.102347686517982,0.710687905537601,0.493333333333333,0
3,-0.0112275850224411,0.0815359383442296,0.119956086016176,0,0.76,0
4,-0.0112275850224411,0.0815359383442296,0.119956086016176,0,0.76,0
1,0.0523593407478479,0.0989843005099604,0.121583055488547,0.600170626721542,0.491111111111111,0
2,0.010570978912862,0.0910400191021396,0.116339019775349,0.548371031403779,0.375555555555556,0
3,0.0120103524363406,0.0962806227327112,0.123549454827491,0.57578889947736,0.231111111111111,15
4,0.0103375478023111,0.0968422962001561,0.125524354803384,0.439840365040513,0.231111111111111,14
1,0.0119063501771883,0.0781685929074059,0.0955228877202424,0.727568757568276,0.597777777777778,0
2,-0.0207919193974851,0.087071865749374,0.121624260898658,0.47548592099529,0.671111111111111,0
3,-0.0201659126940372,0.0868006647787841,0.130108791916415,0,0.755555555555556,0
4,-0.0201659126940372,0.0868006647787841,0.130108791916415,0,0.755555555555556,0
1,-0.0142562469257902,0.078859280696179,0.0983055677662797,0.676497604466113,0.633333333333333,0
2,-0.00538997076575722,0.0803996619890642,0.110519615082277,0.644849904472238,0.557777777777778,0
3,-0.00579171695191243,0.0839887972216515,0.118338355187206,0.815457773733469,0.233333333333333,15
4,-0.00598182661183735,0.085722593224272,0.120947522424995,0.736692418874649,0.233333333333333,13
1,0.012648582546859,0.0804928275207732,0.0997149180498553,0.676434941549653,0.611111111111111,0
2,-0.0192971369997244,0.0807435990118653,0.104433812391673,0.637657336176316,0.651111111111111,0
3,-0.0175565251123491,0.0837677172613617,0.122054551136934,0,0.74,0
4,-0.0175565251123491,0.0837677172613617,0.122054551136934,0,0.74,0
1,-0.010734190900438,0.0775503362601205,0.0969974945338151,0.689804147883309,0.677777777777778,0
2,-0.0149999411375414,0.0795564762660728,0.111808259316799,0.606712159187316,0.713333333333333,0
3,-0.0179934131539615,0.0831494166150135,0.120195345127057,0.792970476095686,0.775555555555556,13
4,-0.0146826337142387,0.0836882312633181,0.12282822963344,0.539539982481178,0.775555555555556,10
1,-0.00936044796457338,0.0783433435789415,0.0986800702042488,0.629362730872581,0.62,0
2,-0.0144996174027514,0.0851706230175979,0.114429486459096,0.536702736167571,0.626666666666667,0
3,-0.0154605596611835,0.0854593847228588,0.125268179055493,0,0.753333333333333,0
4,-0.0154605596611835,0.0854593847228588,0.125268179055493,0,0.753333333333333,0
1,0.0206683200455048,0.0913593307971979,0.113513220503781,0.580646169906944,0.584444444444444,0
2,-0.0232210064688946,0.0805177134127286,0.110682096823453,0.526736919974867,0.697777777777778,0
3,-0.0223554151366755,0.0837425144342228,0.120511237583748,0.601202119205617,0.751111111111111,14
4,-0.0235248916700957,0.0847873632844712,0.121357247808588,0.35947040774664,0.751111111111111,14
1,0.0294811813145897,0.0845590863312763,0.0995345430373247,0.709551535787556,0.533333333333333,0
2,-0.00483615496018211,0.0855166930903885,0.111031799009397,0.725568822602769,0.524444444444444,0
3,-0.0220872921741647,0.0899491553213014,0.13079105593105,0,0.733333333333333,0
4,-0.0220872921741647,0.0899491553213014,0.13079105593105,0,0.733333333333333,0
1,-0.0178178569280917,0.0937247733414865,0.119054733873766,0.560364335857612,0.66,0
2,0.00515584397776404,0.0898651056058875,0.118228708078879,0.246867052741209,0.382222222222222,0
3,0.0048588840152942,0.0895772089874997,0.119503182096193,0.404585252705941,0.233333333333333,15
4,0.00497903525024585,0.0902227114933287,0.120404708217098,0.424663470825272,0.233333333333333,15
1,-0.0172009983751398,0.0865058888586967,0.110109629523741,0.51002975613164,0.633333333333333,0
2,-0.0188579381331376,0.0862466002107902,0.110515864730834,0.627838322323286,0.72,0
3,-0.020109520468519,0.087458660998964,0.125239836313301,0,0.722222222222222,0
4,-0.020109520468519,0.087458660998964,0.125239836313301,0,0.722222222222222,0
1,0.0110128768026106,0.103097633705852,0.12383420046104,0.563650060644662,0.577777777777778,0
2,-0.00631375380160989,0.0803992809256033,0.112079840036607,0.57268157676744,0.575555555555556,0
3,-0.00032698913369772,0.0854833415122988,0.120653554233345,0.588012242655447,0.217777777777778,15
4,-0.0070555857308294,0.0837666168634524,0.123178087302461,0.449353614236188,0.297777777777778,13
1,-0.000314145452937468,0.0928979691189267,0.115434905335663,0.487949078696617,0.577777777777778,0
2,-0.0261128976175456,0.086075398984086,0.112636865716227,0.663023239599552,0.768888888888889,0
3,-0.0139326439068309,0.0901661651140729,0.12948923050621,0,0.751111111111111,0
4,-0.0139326439068309,0.0901661651140729,0.12948923050621,0,0.751111111111111,0
1,0.0166455108213523,0.0786781294126732,0.0951786862714052,0.691694077093614,0.584444444444444,0
2,-0.00467901625932104,0.0827625080431622,0.112915688630106,0.568880156423185,0.548888888888889,0
3,-0.00417297746446089,0.0843388924604411,0.118836478267247,0.808048375364599,0.242222222222222,13
4,-0.00450467364115186,0.0861686348006879,0.121564523276569,0.591082616705204,0.231111111111111,15
1,0.0238149827749471,0.10059280007493,0.123460601026699,0.469213101255344,0.515555555555556,0
2,-0.00876385315259454,0.0833859809319156,0.113131365772606,0.628584950814513,0.491111111111111,0
3,-0.0205410701855842,0.0836853755157536,0.125500136402463,0,0.746666666666667,0
4,-0.0205410701855842,0.0836853755157536,0.125500136402463,0,0.746666666666667,0
1,-0.000538055435237833,0.0780231147490173,0.094847264382788,0.708026127784535,0.626666666666667,0
2,-0.0228113118980173,0.0720430977703504,0.101274526415026,0.779673757584758,0.831111111111111,0
3,-0.0201949312466593,0.079655593009886,0.115622994640068,0.884319487195717,0.784444444444444,15
4,-0.0221648382750469,0.0835291954434471,0.119567402879806,0.720677081768737,0.784444444444444,13
1,0.0352110591803327,0.0931810063019472,0.110385647719086,0.616849693385775,0.484444444444444,0
2,0.00182543147661122,0.0936522766140721,0.117823913015756,0.595931574243534,0.402222222222222,0
3,-0.0248962435672857,0.0910374948058484,0.13219528808773,0,0.724444444444444,0
4,-0.0248962435672857,0.0910374948058484,0.13219528808773,0,0.724444444444444,0
1,0.0328818761134801,0.091494608804573,0.112487283758871,0.609897251030635,0.548888888888889,0
2,0.00360023920518958,0.0977445390599215,0.127069441641354,0.106059455485606,0.382222222222222,0
3,0.00165240054696991,0.09708898550878,0.127959835165581,0.103861043416816,0.246666666666667,15
4,0.00192435111251079,0.0974017805695785,0.128158454192934,0.0432326701073994,0.246666666666667,15
1,0.0695825918534764,0.1108682990494,0.13634306916348,0.607302879105154,0.464444444444444,0
2,0.0125591672027839,0.0926166520900089,0.1197432334396,0.238620028186665,0.297777777777778,0
3,-0.011473626417423,0.0813330532002544,0.122905625927761,0,0.777777777777778,0
4,-0.011473626417423,0.0813330532002544,0.122905625927761,0,0.777777777777778,0
1,-0.00149046181735326,0.0926877068306261,0.116262392169043,0.440652853390953,0.593333333333333,0
2,-0.0168138150864936,0.0821241351344748,0.116245667794575,0.61510602856074,0.631111111111111,0
3,-0.0191158042565697,0.0827691941000761,0.122848387892945,0.777569793341478,0.711111111111111,13
4,-0.0159786931008885,0.0851295708201257,0.125483113047244,0.595919320531731,0.246666666666667,12
1,0.0116576426248326,0.0810277898641634,0.103486435965062,0.671584150630542,0.626666666666667,0
2,0.00798127645834905,0.0868314771975742,0.114143791203967,0.656349271376408,0.402222222222222,0
3,-0.012550166529991,0.0845910641925541,0.127216099596443,0,0.777777777777778,0
4,-0.012550166529991,0.0845910641925541,0.127216099596443,0,0.777777777777778,0
1,-0.0299552803356453,0.0874310105907152,0.11148249930801,0.55118398572563,0.662222222222222,0
2,-0.0407779872032618,0.0938982198353237,0.12633949211395,0.476300500294714,0.757777777777778,0
3,-0.043210706985219,0.0968403768948882,0.131720239498041,0.56608388079995,0.731111111111111,14
4,-0.0423647924917102,0.098157527980632,0.133856248050358,0.474107688223009,0.731111111111111,11
1,0.0720977457827195,0.108285110748381,0.128600456416393,0.61192415612899,0.4,0
2,0.00837810694081821,0.0978081696324881,0.124733349934658,0.37795181784769,0.366666666666667,0
3,-0.0145487203906155,0.0892550803934707,0.130783180105336,0,0.757777777777778,0
4,-0.0145487203906155,0.0892550803934707,0.130783180105336,0,0.757777777777778,0
1,-0.0102836236748528,0.079988818029611,0.102783652409471,0.700262260189281,0.662222222222222,0
2,-0.026058805963548,0.0868192670128285,0.119941165717377,0.635223106940633,0.786666666666667,0
3,-0.0278485794454135,0.0902007519131159,0.128324714370597,0.788802285457002,0.748888888888889,13
4,-0.0261201564846348,0.091764891705426,0.131673611706103,0.595205772652653,0.748888888888889,13
1,-0.0205229183524212,0.0889880461354792,0.114894128442628,0.612428858843636,0.666666666666667,0
2,-0.0421694861990932,0.101993054780902,0.138440547120902,0.241671790315116,0.688888888888889,0
3,-0.0267976537889714,0.0965528502183239,0.138038439977883,0,0.715555555555556,0
4,-0.0267976537889714,0.0965528502183239,0.138038439977883,0,0.715555555555556,0
1,-0.000868838585772538,0.0841076816935285,0.105073074810814,0.656480440037695,0.653333333333333,0
2,-0.0116540390848187,0.0874218054955686,0.120657797310901,0.499761755498817,0.62,0
3,-0.0127774879324494,0.0879259294979178,0.125829296072316,0.746513913469017,0.408888888888889,12
4,-0.0108187479596722,0.0903406039545736,0.127422316319845,0.594354659586156,0.251111111111111,12
1,-0.0162677423279765,0.0939986860642384,0.117158581646958,0.566881826681596,0.664444444444444,0
2,-0.022854690970311,0.0893496650931904,0.121191120028628,0.663490148398437,0.717777777777778,0
3,-0.025237102809496,0.0949716600741597,0.136586130156462,0,0.722222222222222,0
4,-0.025237102809496,0.0949716600741597,0.136586130156462,0,0.722222222222222,0
1,0.0131141627569289,0.0864517282352888,0.105664438816602,0.584182483452314,0.6,0
2,-0.0161085815085403,0.0860297222864898,0.114414953584016,0.640064918513201,0.704444444444444,0
3,-0.0146954054515968,0.0889615546991274,0.124586169976232,0.634184937451439,0.611111111111111,14
4,-0.0178051601441938,0.0892151393730475,0.128238449876291,0.578866794857005,0.464444444444444,14
1,0.0150135811082184,0.11424737791364,0.140101920413171,0.415612400199244,0.562222222222222,0
2,-0.0128254485695597,0.0890210319601188,0.123177025763457,0.258986908271291,0.555555555555556,0
3,-0.0140255727847535,0.0856097417928732,0.126459595249915,0,0.762222222222222,0
4,-0.0140255727847535,0.0856097417928732,0.126459595249915,0,0.762222222222222,0
1,0.0382740582264082,0.0863459434838679,0.107285509605678,0.674055000015709,0.537777777777778,0
2,-0.0220026340562365,0.0852816626995102,0.110652981301288,0.594301980107477,0.731111111111111,0
3,-0.0148948467278469,0.0858331339012412,0.118843971386109,0.632834431737489,0.713333333333333,15
4,-0.0187641546576924,0.0864788519377067,0.123786459841966,0.626634222021322,0.757777777777778,12
1,0.0134896683228174,0.0958543272273105,0.116551085761242,0.579096249856292,0.582222222222222,0
2,-0.000673885932841873,0.0885700019972156,0.118441322121014,0.438934339141012,0.46,0
3,-0.0151534845697673,0.0848522542931266,0.127053361581689,0,0.768888888888889,0
4,-0.0151534845697673,0.0848522542931266,0.127053361581689,0,0.768888888888889,0
1,0.0210036719622372,0.0818588780389626,0.101216857133182,0.672645124364927,0.6,0
2,-0.000678011988168341,0.0855786079368838,0.113349916827516,0.582455933210254,0.484444444444444,0
3,-7.97815167383175e-05,0.0912212506560394,0.122060847344136,0.670906761411501,0.244444444444444,13
4,-0.00126029290136468,0.0915954493902197,0.123573896556192,0.623641513806401,0.244444444444444,14
1,-0.0160635211980584,0.105371793752273,0.132579515863742,0.537844125792906,0.666666666666667,0
2,-0.0270373774255022,0.0850259275144058,0.116223382084413,0.531650413184181,0.684444444444444,0
3,-0.0198069820171866,0.0845451236413259,0.125843758202948,0,0.748888888888889,0
4,-0.0198069820171866,0.0845451236413259,0.125843758202948,0,0.748888888888889,0
1,0.0118387988998818,0.101695589905116,0.124941091245964,0.4467298567205,0.586666666666667,0
2,-0.00418153466308317,0.103719939893266,0.136547297249208,-0.11064816338986,0.337777777777778,0
3,-0.00252463352292625,0.101406184760442,0.13437575058739,-0.0185584095695089,0.251111111111111,12
4,-0.0053422442971573,0.100055973438655,0.134450745806658,-0.0579883899576243,0.251111111111111,13
1,0.000683395670528563,0.0891472228719959,0.11077296613832,0.741218683107995,0.662222222222222,0
2,-0.0165875870384724,0.101835742260186,0.131536342475399,0.465505255977081,0.553333333333333,0
3,-0.0278607609829876,0.101930970920374,0.141557988997176,0,0.695555555555556,0
4,-0.0278607609829876,0.101930970920374,0.141557988997176,0,0.695555555555556,0
1,-0.00902938000871302,0.0732789242255658,0.0951324917249374,0.69705748912819,0.653333333333333,0
2,-0.01575505756073,0.08420402169356,0.113274346410093,0.600223134958388,0.702222222222222,0
3,-0.00740555078790311,0.0884827969596659,0.121797057944599,0.660540516402292,0.253333333333333,15
4,-0.0158208911897679,0.0873723189760634,0.125957520185097,0.51093283144436,0.397777777777778,14
1,-0.0389212939674153,0.0927413888437063,0.118549637517194,0.594175722671003,0.713333333333333,0
2,-0.0314205519669449,0.0874192850810644,0.119199806207346,0.636978704920681,0.822222222222222,0
3,-0.0206788098822365,0.0882911243901689,0.129682086880567,0,0.74,0
4,-0.0206788098822365,0.0882911243901689,0.129682086880567,0,0.74,0
1,0.0182923788714902,0.0950337313808961,0.114306501873499,0.576411694881938,0.568888888888889,0
2,-0.0237133765527891,0.0983571866622641,0.132531811578916,0.179840612741608,0.542222222222222,0
3,-0.0262204717567583,0.0931354294190317,0.133363526904556,0.383349753181584,0.671111111111111,15
4,-0.0230391555633583,0.0929880063706042,0.133658325480489,0.30765500735441,0.431111111111111,13
1,0.0271642258507857,0.121048555016381,0.148366606389659,0.165823922009796,0.46,0
2,-0.0077029276685807,0.094016156362865,0.12589866754402,0.271731030452935,0.513333333333333,0
3,-0.013111188515339,0.0890615440107185,0.130031893108014,0,0.76,0
4,-0.013111188515339,0.0890615440107185,0.130031893108014,0,0.76,0
1,-0.0241671444919261,0.0843270652178597,0.106916640156613,0.720947354050757,0.695555555555556,0
2,-0.0294435179497566,0.0887014225615163,0.122391209268227,0.659477178443078,0.795555555555556,0
3,-0.0294559085913968,0.0938212156531522,0.131363489035808,0.828735591680518,0.728888888888889,13
4,-0.0304339135743861,0.0962867269720239,0.134490525954082,0.615012236485664,0.728888888888889,13
1,0.0413306655625933,0.0904266522651497,0.108666292835087,0.573602240039016,0.42,0
2,-0.00324777483807681,0.090342134274213,0.121908232137896,0.113187778119666,0.426666666666667,0
3,-0.0159407296310902,0.0809128700902669,0.121589763739837,0,0.757777777777778,0
4,-0.0159407296310902,0.0809128700902669,0.121589763739837,0,0.757777777777778,0
1,-0.00911511536777854,0.0868443058548647,0.105768541000752,0.705504621597686,0.677777777777778,0
2,-0.0227743969530984,0.0918826668877045,0.122054842257633,0.586996821245095,0.715555555555556,0
3,-0.0255315806039697,0.0942503320236439,0.12979780212479,0.668411682969534,0.795555555555556,13
4,-0.0235206738075519,0.0954232131035363,0.132377544463809,0.523500236404368,0.717777777777778,12
1,-0.00804750720246463,0.0692063031667841,0.0875361919665124,0.65025260751573,0.624444444444444,0
2,-0.0260184227288268,0.0757531633732603,0.107965588428933,0.527576623760729,0.746666666666667,0
3,-0.0181797204647581,0.073773372490866,0.114746961426623,0,0.76,0
4,-0.0181797204647581,0.073773372490866,0.114746961426623,0,0.76,0
1,0.000389481303340595,0.0773134623802581,0.0977710304756747,0.659290813698506,0.611111111111111,0
2,-0.00135675508020879,0.0847098108776041,0.115488721874724,0.528994064642054,0.442222222222222,0
3,-0.00335879933940628,0.0866504402952075,0.120866892464434,0.731594840439833,0.228888888888889,15
4,-0.000955174226863823,0.0889599941946625,0.122686749055471,0.602509519875186,0.228888888888889,12
1,-0.00106539395638086,0.0769290699870556,0.0963546881872526,0.762625582495166,0.66,0
2,-0.0214249802221463,0.0957908964645719,0.128465043998161,0.323701654675703,0.611111111111111,0
3,-0.0221813712818403,0.0936303520550774,0.133497116607612,0,0.724444444444444,0
4,-0.0221813712818403,0.0936303520550774,0.133497116607612,0,0.724444444444444,0
1,-0.00114272309372386,0.0874216343988206,0.111519519648269,0.563953325523365,0.626666666666667,0
2,-0.0167405129594898,0.0920497290374311,0.12386422068427,0.266557620916027,0.555555555555556,0
3,-0.017939183834218,0.0908098370242686,0.126637551317591,0.287573222473677,0.366666666666667,14
4,-0.0172611290849295,0.0915282127675406,0.12703538614208,0.239293793350363,0.282222222222222,14
1,-0.0395928060854031,0.0909047759407936,0.114484008994894,0.688863735898291,0.757777777777778,0
2,-0.0150098133309361,0.0729727339072667,0.100469482452309,0.781504072961276,0.744444444444444,0
3,-0.0152794818133229,0.0824638295490412,0.120953720308924,0,0.744444444444444,0
4,-0.0152794818133229,0.0824638295490412,0.120953720308924,0,0.744444444444444,0
1,-0.0354397047251973,0.0827385990968014,0.106607091932473,0.71030428951728,0.68,0
2,-0.02695638004361,0.085304651506279,0.117636915926979,0.579514668184937,0.753333333333333,0
3,-0.0270039977224148,0.0884656021901882,0.126429809514863,0.808221876134112,0.757777777777778,14
4,-0.0266295185577605,0.0900777763103206,0.12928566523103,0.65349878044687,0.757777777777778,14
1,-0.0326857366558891,0.0867820074703978,0.111602495892958,0.652014890998627,0.715555555555556,0
2,-0.0486175497548219,0.0969877662453563,0.130026116105697,0.575849521087275,0.786666666666667,0
3,-0.0213817480264665,0.0902294741147781,0.132066704733928,0,0.742222222222222,0
4,-0.0213817480264665,0.0902294741147781,0.132066704733928,0,0.742222222222222,0
1,0.0579628602670782,0.106184928539647,0.126398189690949,0.530126609738674,0.433333333333333,0
2,-0.0197568651074812,0.0895762570912778,0.126060026908339,0.193741092361947,0.571111111111111,0
3,-0.0189164306829987,0.0863419121538622,0.127410059100516,0.217367107846087,0.468888888888889,14
4,-0.0203341541960875,0.0854736884035394,0.128138665625083,0.246725277100535,0.433333333333333,15
1,0.0295357942748813,0.0882135854331397,0.10591318936175,0.680736524511599,0.544444444444444,0
2,-0.0202561270457206,0.084083329142051,0.114272641076554,0.73952675013483,0.74,0
3,-0.0201768710951114,0.0913024619212611,0.131005484139758,0,0.733333333333333,0
4,-0.0201768710951114,0.0913024619212611,0.131005484139758,0,0.733333333333333,0
1,0.0513651985052817,0.099924741798881,0.119058627618018,0.578043019222292,0.455555555555556,0
2,0.0142577006188647,0.0970596983648423,0.122623193276566,0.388251357207642,0.3,0
3,0.0183583681729494,0.102409512409873,0.126806011971685,0.583584309375327,0.231111111111111,12
4,0.0144061260514648,0.101374038712381,0.127822192520542,0.515351335153193,0.231111111111111,15
1,-0.0162476950684807,0.0787922782831992,0.101423549587935,0.67243126200954,0.657777777777778,0
2,-0.0279554811801208,0.0832025389370306,0.11273693723927,0.710117715800849,0.82,0
3,-0.021599369194665,0.0889686394403129,0.128412213476916,0,0.722222222222222,0
4,-0.021599369194665,0.0889686394403129,0.128412213476916,0,0.722222222222222,0
1,0.0588349348565205,0.10019227017304,0.122630942783192,0.601256367916392,0.455555555555556,0
2,0.012354584813293,0.100013840762159,0.120651572880892,0.567162207230683,0.308888888888889,0
3,0.00896434315865994,0.104190668584242,0.127014477989429,0.728497407091629,0.277777777777778,13
4,0.0121965741423813,0.108131909855146,0.130477662877082,0.538476667741714,0.277777777777778,14
1,-0.0104898336232053,0.0918581340125183,0.115210222506265,0.550719247795863,0.631111111111111,0
2,0.000749199662134151,0.0827902451450562,0.111049899993083,0.520586712065271,0.551111111111111,0
3,-0.00512591747402122,0.0813560102337932,0.120508463498143,0,0.786666666666667,0
4,-0.00512591747402122,0.0813560102337932,0.120508463498143,0,0.786666666666667,0
1,-0.0358317616466334,0.111393572795342,0.139852137706968,0.556305291386348,0.697777777777778,0
2,-0.0182365130613976,0.0750387393378614,0.104966768088322,0.761238565949362,0.648888888888889,0
3,-0.0221394751603169,0.0803991075328449,0.119895163202663,0.780601947286735,0.706666666666667,15
4,-0.0197038220693811,0.083703235926346,0.124378187655216,0.675892792490508,0.375555555555556,14
1,-0.0239282884127436,0.0980532301049357,0.122055024410973,0.597424769638797,0.693333333333333,0
2,-0.0183055954862818,0.0879163169361571,0.120887015103041,0.473990419284405,0.7,0
3,-0.0100175000444339,0.0866490703778086,0.127757621477155,0,0.775555555555556,0
4,-0.0100175000444339,0.0866490703778086,0.127757621477155,0,0.775555555555556,0
1,-0.00392191228790301,0.0885146274624178,0.112646190459313,0.489616252749399,0.624444444444444,0
2,-0.00976148561617392,0.0829546460741759,0.116048953685545,0.266514567082945,0.553333333333333,0
3,-0.0104789643815886,0.0798999370298446,0.118962799300253,0.237382327214906,0.397777777777778,14
4,-0.0110915708425321,0.0795668135380594,0.119239611267073,0.221478852735006,0.351111111111111,11
1,0.0571830539274205,0.105285709768623,0.129979312509151,0.492466989487608,0.475555555555556,0
2,0.0191874079337077,0.0904072774567844,0.115421673221198,0.382348265338547,0.322222222222222,0
3,-0.00455101690147711,0.0802308617432701,0.119566804244839,0,0.791111111111111,0
4,-0.00455101690147711,0.0802308617432701,0.119566804244839,0,0.791111111111111,0
1,-0.0257329970701333,0.0861812844569854,0.110725705251215,0.558507262309898,0.666666666666667,0
2,-0.0236984342836744,0.0896456643498039,0.121617329758078,0.364765116140074,0.697777777777778,0
3,-0.0231681038681554,0.0901190309876066,0.12510463707028,0.570611522890129,0.771111111111111,14
4,-0.0243767724279273,0.0922655400799963,0.127304511643229,0.407546261135315,0.771111111111111,14
1,0.0106219039735306,0.0711560226016332,0.0883955301609422,0.734579206729721,0.571111111111111,0
2,-0.00715514878154994,0.0787223735632336,0.10970040626664,0.65616526116728,0.706666666666667,0
3,-0.00707378286306606,0.0811340989583293,0.122137193106771,0,0.786666666666667,0
4,-0.00707378286306606,0.0811340989583293,0.122137193106771,0,0.786666666666667,0
1,-0.00351645454746704,0.077178017351888,0.0964607370435371,0.653606978955957,0.624444444444444,0
2,-0.0137808367656238,0.0849633239235335,0.116757274348755,0.429530871580697,0.526666666666667,0
3,-0.0142968336772305,0.0852460645542539,0.121799521170383,0.478792007953113,0.293333333333333,15
4,-0.0140072267639948,0.0860582481108793,0.122686898116369,0.430634796029063,0.257777777777778,13
1,0.0134702441196774,0.0842393823237872,0.105568979817198,0.60692711154419,0.608888888888889,0
2,-0.000891135924820265,0.0757015675516494,0.105678183729327,0.676108447349363,0.622222222222222,0
3,-0.00414308508714219,0.0787139511153183,0.119947474528538,0,0.802222222222222,0
4,-0.00414308508714219,0.0787139511153183,0.119947474528538,0,0.802222222222222,0
1,0.0161830859008366,0.093508608877833,0.114134133049809,0.731109647595976,0.588888888888889,0
2,-0.0124528223297795,0.0886924962454117,0.11874941514506,0.551432413781307,0.615555555555556,0
3,-0.0103052334055953,0.0913126866433486,0.127282558965893,0.549444550836502,0.446666666666667,13
4,-0.0107740926880892,0.0918756835137589,0.12882589041413,0.508761916987449,0.315555555555556,15
1,0.0106144615979862,0.0826347170852066,0.100573141129314,0.707116584923759,0.637777777777778,0
2,-0.0343713162058867,0.091422425551417,0.124225348886372,0.632057396400017,0.826666666666667,0
3,-0.0175037083293224,0.0911977585433745,0.131564598082573,0,0.746666666666667,0
4,-0.0175037083293224,0.0911977585433745,0.131564598082573,0,0.746666666666667,0
1,0.00115098543898877,0.0798214237927873,0.0999411752046749,0.686619419143226,0.62,0
2,-0.0192390687543007,0.0709616836122203,0.101083025614059,0.799633751352653,0.804444444444444,0
